Word,Nmorph_ELP,LLM_Predicted_Estimate,Signed_Discrepancy_GPT_minus_NMorph,Absolute_Discrepancy,Transparency_Proximity_0_1,Undersegmentation,Oversegmentation
amended,2,3,1,1,0.5,0,1
amending,2,3,1,1,0.5,0,1
amendment,2,2,0,0,1,0,0
amends,2,2,0,0,1,0,0
amenities,2,3,1,1,0.5,0,1
American,2,2,0,0,1,0,0
Americana,2,3,1,1,0.5,0,1
America's,2,3,1,1,0.5,0,1
AMETHYSTINE,2,2,0,0,1,0,0
amethysts,2,3,1,1,0.5,0,1
amiability,2,3,1,1,0.5,0,1
amiably,2,3,1,1,0.5,0,1
amicability,2,3,1,1,0.5,0,1
amicably,2,2,0,0,1,0,0
AMICAM,2,2,0,0,1,0,0
amid,2,2,0,0,1,0,0
amidst,2,2,0,0,1,0,0
amirs,2,2,0,0,1,0,0
amnesties,2,2,0,0,1,0,0
amoeba,2,2,0,0,1,0,0
amoebae,2,2,0,0,1,0,0
amoebic,2,2,0,0,1,0,0
amongst,2,2,0,0,1,0,0
amoral,2,2,0,0,1,0,0
amorous,2,2,0,0,1,0,0
amount,2,2,0,0,1,0,0
amours,2,2,0,0,1,0,0
amperage,2,2,0,0,1,0,0
amperes,2,2,0,0,1,0,0
ampersands,2,3,1,1,0.5,0,1
amphetamines,2,3,1,1,0.5,0,1
amphibian,2,3,1,1,0.5,0,1
amphibious,2,3,1,1,0.5,0,1
amphitheater,2,3,1,1,0.5,0,1
amphitheatre,2,3,1,1,0.5,0,1
amphoras,2,2,0,0,1,0,0
ampler,2,2,0,0,1,0,0
amplest,2,2,0,0,1,0,0
amplify,2,2,0,0,1,0,0
amplitude,2,2,0,0,1,0,0
amply,2,2,0,0,1,0,0
ampoules,2,2,0,0,1,0,0
amps,2,2,0,0,1,0,0
amputate,2,2,0,0,1,0,0
amputee,2,2,0,0,1,0,0
amulets,2,2,0,0,1,0,0
amused,2,2,0,0,1,0,0
amusement,2,2,0,0,1,0,0
amuses,2,2,0,0,1,0,0
amusing,2,2,0,0,1,0,0
anacondas,2,3,1,1,0.5,0,1
anaconda's,2,3,1,1,0.5,0,1
anagram,2,2,0,0,1,0,0
anal,2,2,0,0,1,0,0
analogize,2,2,0,0,1,0,0
analogous,2,2,0,0,1,0,0
analogues,2,3,1,1,0.5,0,1
analogy,2,2,0,0,1,0,0
analyse,2,2,0,0,1,0,0
analyst,2,2,0,0,1,0,0
analytic,2,2,0,0,1,0,0
analyze,2,2,0,0,1,0,0
ANASTOMOSES,2,3,1,1,0.5,0,1
ANASTOMOSIS,2,3,1,1,0.5,0,1
ANASTOMOTIC,2,3,1,1,0.5,0,1
anathemas,2,3,1,1,0.5,0,1
anatomic,2,2,0,0,1,0,0
anatomist,2,2,0,0,1,0,0
anatomy,2,2,0,0,1,0,0
ancestors,2,3,1,1,0.5,0,1
ancestral,2,2,0,0,1,0,0
ancestry,2,2,0,0,1,0,0
Anchorage,2,2,0,0,1,0,0
anchored,2,3,1,1,0.5,0,1
anchoring,2,3,1,1,0.5,0,1
anchorites,2,3,1,1,0.5,0,1
anchorman,2,2,0,0,1,0,0
anchormen,2,3,1,1,0.5,0,1
anchors,2,2,0,0,1,0,0
anchovies,2,3,1,1,0.5,0,1
anciently,2,3,1,1,0.5,0,1
ancients,2,2,0,0,1,0,0
ancillaries,2,3,1,1,0.5,0,1
andantes,2,3,1,1,0.5,0,1
Andean,2,2,0,0,1,0,0
Andersen,2,2,0,0,1,0,0
ANDERSON,2,2,0,0,1,0,0
andiron,2,2,0,0,1,0,0
Andorran,2,2,0,0,1,0,0
anecdotal,2,2,0,0,1,0,0
anecdotes,2,2,0,0,1,0,0
anemometers,2,3,1,1,0.5,0,1
anemones,2,2,0,0,1,0,0
angelic,2,2,0,0,1,0,0
angels,2,2,0,0,1,0,0
angel's,2,2,0,0,1,0,0
angered,2,2,0,0,1,0,0
angering,2,3,1,1,0.5,0,1
angers,2,2,0,0,1,0,0
angled,2,2,0,0,1,0,0
angler,2,2,0,0,1,0,0
angles,2,2,0,0,1,0,0
ANGLETERRE,2,2,0,0,1,0,0
angling,2,2,0,0,1,0,0
Anglophile,2,2,0,0,1,0,0
Anglophobe,2,2,0,0,1,0,0
Angolan,2,2,0,0,1,0,0
angoras,2,2,0,0,1,0,0
angrier,2,2,0,0,1,0,0
angriest,2,2,0,0,1,0,0
angrily,2,2,0,0,1,0,0
anguished,2,2,0,0,1,0,0
angular,2,2,0,0,1,0,0
animadversions,2,4,2,2,0.333333333,0,2
animadverted,2,3,1,1,0.5,0,1
animadverting,2,3,1,1,0.5,0,1
animadverts,2,3,1,1,0.5,0,1
animalcule,2,2,0,0,1,0,0
animalism,2,3,1,1,0.5,0,1
animals,2,2,0,0,1,0,0
animal's,2,2,0,0,1,0,0
animate,2,2,0,0,1,0,0
animism,2,2,0,0,1,0,0
animist,2,2,0,0,1,0,0
animosities,2,3,1,1,0.5,0,1
anion,2,2,0,0,1,0,0
anises,2,2,0,0,1,0,0
ankles,2,2,0,0,1,0,0
anklet,2,2,0,0,1,0,0
annealed,2,3,1,1,0.5,0,1
annealing,2,3,1,1,0.5,0,1
anneals,2,2,0,0,1,0,0
Anne's,2,2,0,0,1,0,0
annexation,2,3,1,1,0.5,0,1
annexed,2,2,0,0,1,0,0
annexes,2,2,0,0,1,0,0
annexing,2,3,1,1,0.5,0,1
Annie,2,2,0,0,1,0,0
anniversaries,2,3,1,1,0.5,0,1
announce,2,2,0,0,1,0,0
annoyance,2,2,0,0,1,0,0
annoyed,2,2,0,0,1,0,0
annoying,2,2,0,0,1,0,0
annoys,2,2,0,0,1,0,0
Ann's,2,2,0,0,1,0,0
annual,2,2,0,0,1,0,0
annuity,2,2,0,0,1,0,0
annul,2,2,0,0,1,0,0
annular,2,2,0,0,1,0,0
annum,2,2,0,0,1,0,0
anodes,2,3,1,1,0.5,0,1
anodynes,2,3,1,1,0.5,0,1
anointed,2,3,1,1,0.5,0,1
anointing,2,2,0,0,1,0,0
anointment,2,3,1,1,0.5,0,1
anoints,2,3,1,1,0.5,0,1
anomalous,2,2,0,0,1,0,0
anomaly,2,2,0,0,1,0,0
anoraks,2,2,0,0,1,0,0
anorexia,2,3,1,1,0.5,0,1
another's,2,2,0,0,1,0,0
ANSELM'S,2,2,0,0,1,0,0
ANSLEY,2,2,0,0,1,0,0
ANSON,2,2,0,0,1,0,0
answerable,2,2,0,0,1,0,0
answered,2,2,0,0,1,0,0
answering,2,3,1,1,0.5,0,1
answers,2,2,0,0,1,0,0
antacids,2,3,1,1,0.5,0,1
antagonism,2,3,1,1,0.5,0,1
antagonist,2,3,1,1,0.5,0,1
antagonize,2,3,1,1,0.5,0,1
antechamber,2,3,1,1,0.5,0,1
antedate,2,2,0,0,1,0,0
anteing,2,2,0,0,1,0,0
antelopes,2,3,1,1,0.5,0,1
antenatal,2,3,1,1,0.5,0,1
antenna,2,2,0,0,1,0,0
antennae,2,2,0,0,1,0,0
antenuptial,2,3,1,1,0.5,0,1
anteroom,2,2,0,0,1,0,0
anthems,2,2,0,0,1,0,0
anthers,2,2,0,0,1,0,0
anthill,2,2,0,0,1,0,0
Anthony's,2,2,0,0,1,0,0
anthropoid,2,2,0,0,1,0,0
antibody,2,2,0,0,1,0,0
anticipated,2,3,1,1,0.5,0,1
anticipates,2,3,1,1,0.5,0,1
anticipating,2,3,1,1,0.5,0,1
anticipation,2,3,1,1,0.5,0,1
anticipatory,2,3,1,1,0.5,0,1
anticlimax,2,2,0,0,1,0,0
anticyclone,2,3,1,1,0.5,0,1
antidotes,2,3,1,1,0.5,0,1
antifreeze,2,2,0,0,1,0,0
antigen,2,2,0,0,1,0,0
Antiguan,2,2,0,0,1,0,0
antihero,2,2,0,0,1,0,0
antihistamine,2,3,1,1,0.5,0,1
antiknock,2,2,0,0,1,0,0
antilogarithm,2,3,1,1,0.5,0,1
antimacassar,2,3,1,1,0.5,0,1
antimatter,2,3,1,1,0.5,0,1
antipersonnel,2,3,1,1,0.5,0,1
antipodean,2,3,1,1,0.5,0,1
Antipodes,2,3,1,1,0.5,0,1
antiquarian,2,3,1,1,0.5,0,1
antiquary,2,2,0,0,1,0,0
antiquate,2,2,0,0,1,0,0
antiques,2,2,0,0,1,0,0
antiquity,2,3,1,1,0.5,0,1
antirrhinums,2,3,1,1,0.5,0,1
antiseptic,2,3,1,1,0.5,0,1
antitank,2,2,0,0,1,0,0
antithyroid,2,3,1,1,0.5,0,1
antitrust,2,2,0,0,1,0,0
antlers,2,3,1,1,0.5,0,1
Antoine's,2,2,0,0,1,0,0
antonym,2,2,0,0,1,0,0
ants,2,2,0,0,1,0,0
anus,2,2,0,0,1,0,0
anvils,2,2,0,0,1,0,0
anxiety,2,2,0,0,1,0,0
anxious,2,2,0,0,1,0,0
anybody,2,2,0,0,1,0,0
anyhow,2,2,0,0,1,0,0
anymore,2,2,0,0,1,0,0
anyone,2,2,0,0,1,0,0
anyplace,2,2,0,0,1,0,0
anything,2,2,0,0,1,0,0
anyway,2,2,0,0,1,0,0
anywhere,2,2,0,0,1,0,0
aorta,2,2,0,0,1,0,0
Apaches,2,2,0,0,1,0,0
apartment,2,2,0,0,1,0,0
aped,2,2,0,0,1,0,0
aperients,2,3,1,1,0.5,0,1
aperitifs,2,3,1,1,0.5,0,1
apertures,2,2,0,0,1,0,0
apes,2,2,0,0,1,0,0
apexes,2,2,0,0,1,0,0
aphids,2,2,0,0,1,0,0
aphorism,2,2,0,0,1,0,0
aphrodisiacs,2,3,1,1,0.5,0,1
apiarist,2,2,0,0,1,0,0
apiary,2,2,0,0,1,0,0
apices,2,2,0,0,1,0,0
apiculture,2,3,1,1,0.5,0,1
aping,2,2,0,0,1,0,0
apish,2,2,0,0,1,0,0
apocalypse,2,2,0,0,1,0,0
apocalyptic,2,3,1,1,0.5,0,1
apocryphal,2,3,1,1,0.5,0,1
apogees,2,3,1,1,0.5,0,1
Apollo's,2,2,0,0,1,0,0
apologetic,2,3,1,1,0.5,0,1
apologias,2,3,1,1,0.5,0,1
apologist,2,3,1,1,0.5,0,1
apologists,2,3,1,1,0.5,0,1
apologize,2,2,0,0,1,0,0
apology,2,2,0,0,1,0,0
apoplectic,2,3,1,1,0.5,0,1
apoplexy,2,2,0,0,1,0,0
apostasies,2,3,1,1,0.5,0,1
apostates,2,3,1,1,0.5,0,1
apostatize,2,3,1,1,0.5,0,1
apostles,2,3,1,1,0.5,0,1
apostolically,2,3,1,1,0.5,0,1
apostrophe,2,2,0,0,1,0,0
apostrophize,2,3,1,1,0.5,0,1
apothecaries,2,3,1,1,0.5,0,1
apothegms,2,3,1,1,0.5,0,1
apotheoses,2,3,1,1,0.5,0,1
apotheosis,2,3,1,1,0.5,0,1
Appalachian,2,3,1,1,0.5,0,1
appalled,2,3,1,1,0.5,0,1
appalling,2,3,1,1,0.5,0,1
appals,2,2,0,0,1,0,0
apparatuses,2,3,1,1,0.5,0,1
appareled,2,2,0,0,1,0,0
apparelled,2,3,1,1,0.5,0,1
apparelling,2,3,1,1,0.5,0,1
apparels,2,2,0,0,1,0,0
appealed,2,3,1,1,0.5,0,1
appealing,2,3,1,1,0.5,0,1
appeals,2,3,1,1,0.5,0,1
appearance,2,2,0,0,1,0,0
appeared,2,3,1,1,0.5,0,1
appearing,2,3,1,1,0.5,0,1
appears,2,2,0,0,1,0,0
appeased,2,3,1,1,0.5,0,1
appeasement,2,3,1,1,0.5,0,1
appeases,2,3,1,1,0.5,0,1
appeasing,2,3,1,1,0.5,0,1
appellant,2,3,1,1,0.5,0,1
appellate,2,3,1,1,0.5,0,1
append,2,2,0,0,1,0,0
appetite,2,2,0,0,1,0,0
applauded,2,3,1,1,0.5,0,1
applauding,2,3,1,1,0.5,0,1
applauds,2,2,0,0,1,0,0
APPLEBY,2,2,0,0,1,0,0
applejack,2,2,0,0,1,0,0
apples,2,2,0,0,1,0,0
APPLETON,2,2,0,0,1,0,0
appliance,2,2,0,0,1,0,0
applied,2,2,0,0,1,0,0
applies,2,2,0,0,1,0,0
appliqueed,2,2,0,0,1,0,0
appliqueing,2,3,1,1,0.5,0,1
appliques,2,2,0,0,1,0,0
applying,2,2,0,0,1,0,0
appointed,2,3,1,1,0.5,0,1
appointee,2,2,0,0,1,0,0
appointing,2,2,0,0,1,0,0
appointment,2,2,0,0,1,0,0
appoints,2,2,0,0,1,0,0
apportion,2,2,0,0,1,0,0
apposite,2,2,0,0,1,0,0
appraisal,2,2,0,0,1,0,0
appraised,2,3,1,1,0.5,0,1
appraiser,2,3,1,1,0.5,0,1
appraises,2,3,1,1,0.5,0,1
appraising,2,3,1,1,0.5,0,1
apprehend,2,2,0,0,1,0,0
apprenticed,2,3,1,1,0.5,0,1
apprentices,2,3,1,1,0.5,0,1
apprenticeship,2,3,1,1,0.5,0,1
apprenticing,2,3,1,1,0.5,0,1
apprised,2,3,1,1,0.5,0,1
apprises,2,3,1,1,0.5,0,1
apprising,2,3,1,1,0.5,0,1
approachable,2,3,1,1,0.5,0,1
approached,2,3,1,1,0.5,0,1
approaches,2,3,1,1,0.5,0,1
approaching,2,3,1,1,0.5,0,1
approval,2,2,0,0,1,0,0
approved,2,3,1,1,0.5,0,1
approves,2,3,1,1,0.5,0,1
approving,2,3,1,1,0.5,0,1
approx,2,2,0,0,1,0,0
appurtenance,2,3,1,1,0.5,0,1
apricots,2,2,0,0,1,0,0
Aprils,2,2,0,0,1,0,0
aprons,2,2,0,0,1,0,0
apses,2,2,0,0,1,0,0
aptitude,2,2,0,0,1,0,0
aptly,2,2,0,0,1,0,0
aptness,2,2,0,0,1,0,0
aqualung,2,2,0,0,1,0,0
aquamarine,2,2,0,0,1,0,0
aquanaut,2,2,0,0,1,0,0
aquaplane,2,2,0,0,1,0,0
aquaria,2,2,0,0,1,0,0
aquarium,2,2,0,0,1,0,0
Aquarius,2,2,0,0,1,0,0
aquatic,2,2,0,0,1,0,0
aquatint,2,2,0,0,1,0,0
aqueduct,2,2,0,0,1,0,0
arabesque,2,2,0,0,1,0,0
Arabia,2,2,0,0,1,0,0
Arabic,2,2,0,0,1,0,0
Arabist,2,2,0,0,1,0,0
Arabs,2,2,0,0,1,0,0
arachnid,2,2,0,0,1,0,0
arbiters,2,3,1,1,0.5,0,1
arbitrary,2,2,0,0,1,0,0
arbitrate,2,2,0,0,1,0,0
arboreal,2,2,0,0,1,0,0
arboreta,2,2,0,0,1,0,0
arboretum,2,2,0,0,1,0,0
arbours,2,2,0,0,1,0,0
arcades,2,2,0,0,1,0,0
Arcadian,2,2,0,0,1,0,0
arced,2,2,0,0,1,0,0
archaic,2,2,0,0,1,0,0
archaism,2,2,0,0,1,0,0
archangel,2,2,0,0,1,0,0
archbishop,2,2,0,0,1,0,0
archdeacon,2,2,0,0,1,0,0
archdiocese,2,2,0,0,1,0,0
archduke,2,2,0,0,1,0,0
arched,2,2,0,0,1,0,0
archenemy,2,2,0,0,1,0,0
archers,2,2,0,0,1,0,0
archery,2,2,0,0,1,0,0
arches,2,2,0,0,1,0,0
archetype,2,2,0,0,1,0,0
ARCHFOOL,2,2,0,0,1,0,0
arching,2,2,0,0,1,0,0
archipelagos,2,3,1,1,0.5,0,1
architectonic,2,3,1,1,0.5,0,1
architects,2,3,1,1,0.5,0,1
architect's,2,2,0,0,1,0,0
architecture,2,2,0,0,1,0,0
archives,2,2,0,0,1,0,0
archivist,2,2,0,0,1,0,0
archly,2,2,0,0,1,0,0
archtype,2,2,0,0,1,0,0
archway,2,2,0,0,1,0,0
arcing,2,2,0,0,1,0,0
arclike,2,2,0,0,1,0,0
arcs,2,2,0,0,1,0,0
ardent,2,2,0,0,1,0,0
ardours,2,2,0,0,1,0,0
arduously,2,2,0,0,1,0,0
arduousness,2,3,1,1,0.5,0,1
areas,2,2,0,0,1,0,0
area's,2,2,0,0,1,0,0
arenas,2,2,0,0,1,0,0
aren't,2,2,0,0,1,0,0
Argentines,2,3,1,1,0.5,0,1
Argentinian,2,3,1,1,0.5,0,1
Argonaut,2,2,0,0,1,0,0
arguable,2,2,0,0,1,0,0
argued,2,2,0,0,1,0,0
argues,2,2,0,0,1,0,0
arguing,2,2,0,0,1,0,0
argument,2,2,0,0,1,0,0
Arianism,2,3,1,1,0.5,0,1
arias,2,2,0,0,1,0,0
aridity,2,2,0,0,1,0,0
aridly,2,2,0,0,1,0,0
arise,2,2,0,0,1,0,0
aristocracy,2,3,1,1,0.5,0,1
aristocrat,2,2,0,0,1,0,0
Aristotle's,2,3,1,1,0.5,0,1
arithmetical,2,3,1,1,0.5,0,1
arithmetician,2,3,1,1,0.5,0,1
arks,2,2,0,0,1,0,0
Arlington,2,2,0,0,1,0,0
armadas,2,2,0,0,1,0,0
armada's,2,2,0,0,1,0,0
armadillos,2,3,1,1,0.5,0,1
armament,2,2,0,0,1,0,0
armatures,2,3,1,1,0.5,0,1
armband,2,2,0,0,1,0,0
armchair,2,2,0,0,1,0,0
armed,2,2,0,0,1,0,0
Armenian,2,2,0,0,1,0,0
armful,2,2,0,0,1,0,0
armhole,2,2,0,0,1,0,0
armies,2,2,0,0,1,0,0
arming,2,2,0,0,1,0,0
armistices,2,3,1,1,0.5,0,1
armless,2,2,0,0,1,0,0
armlet,2,2,0,0,1,0,0
armload,2,2,0,0,1,0,0
armoires,2,2,0,0,1,0,0
armored,2,2,0,0,1,0,0
armorial,2,2,0,0,1,0,0
armory,2,2,0,0,1,0,0
armoured,2,3,1,1,0.5,0,1
armourer,2,2,0,0,1,0,0
armoury,2,2,0,0,1,0,0
armpit,2,2,0,0,1,0,0
arms,2,2,0,0,1,0,0
arm's,2,2,0,0,1,0,0
Armstrong,2,2,0,0,1,0,0
army's,2,2,0,0,1,0,0
aromas,2,2,0,0,1,0,0
aromatic,2,2,0,0,1,0,0
AROMATICK,2,2,0,0,1,0,0
arose,2,2,0,0,1,0,0
arousal,2,2,0,0,1,0,0
aroused,2,3,1,1,0.5,0,1
arouses,2,3,1,1,0.5,0,1
arousing,2,3,1,1,0.5,0,1
arpeggios,2,3,1,1,0.5,0,1
arquebuses,2,3,1,1,0.5,0,1
arraigned,2,3,1,1,0.5,0,1
arraigning,2,3,1,1,0.5,0,1
arraignment,2,3,1,1,0.5,0,1
arraigns,2,3,1,1,0.5,0,1
arranged,2,3,1,1,0.5,0,1
arrangement,2,3,1,1,0.5,0,1
arranges,2,2,0,0,1,0,0
arranging,2,3,1,1,0.5,0,1
arrases,2,2,0,0,1,0,0
arrayed,2,2,0,0,1,0,0
arraying,2,2,0,0,1,0,0
arrays,2,2,0,0,1,0,0
arrears,2,2,0,0,1,0,0
arrested,2,3,1,1,0.5,0,1
arrester,2,2,0,0,1,0,0
arresting,2,2,0,0,1,0,0
arrests,2,2,0,0,1,0,0
arrival,2,2,0,0,1,0,0
arrived,2,2,0,0,1,0,0
arrives,2,2,0,0,1,0,0
arriving,2,2,0,0,1,0,0
arrowed,2,2,0,0,1,0,0
arrowhead,2,2,0,0,1,0,0
arrowroot,2,2,0,0,1,0,0
arrows,2,2,0,0,1,0,0
arsehole,2,2,0,0,1,0,0
arsenals,2,2,0,0,1,0,0
arses,2,2,0,0,1,0,0
arsonist,2,2,0,0,1,0,0
arterial,2,2,0,0,1,0,0
arteries,2,2,0,0,1,0,0
arteriosclerosis,2,4,2,2,0.333333333,0,2
artery's,2,2,0,0,1,0,0
artful,2,2,0,0,1,0,0
arthritic,2,2,0,0,1,0,0
arthritis,2,2,0,0,1,0,0
Arthur's,2,2,0,0,1,0,0
artichokes,2,3,1,1,0.5,0,1
articled,2,2,0,0,1,0,0
articles,2,2,0,0,1,0,0
articling,2,3,1,1,0.5,0,1
articulate,2,2,0,0,1,0,0
artifacts,2,2,0,0,1,0,0
artificer,2,3,1,1,0.5,0,1
artifices,2,3,1,1,0.5,0,1
artificial,2,2,0,0,1,0,0
artisans,2,3,1,1,0.5,0,1
artist,2,2,0,0,1,0,0
artiste,2,2,0,0,1,0,0
artless,2,2,0,0,1,0,0
arts,2,2,0,0,1,0,0
art's,2,2,0,0,1,0,0
arty,2,2,0,0,1,0,0
arums,2,2,0,0,1,0,0
Aryans,2,2,0,0,1,0,0
a's,2,2,0,0,1,0,0
ascend,2,2,0,0,1,0,0
ascent,2,2,0,0,1,0,0
ascertain,2,2,0,0,1,0,0
ascetical,2,3,1,1,0.5,0,1
ascetically,2,3,1,1,0.5,0,1
asceticism,2,3,1,1,0.5,0,1
ascetics,2,3,1,1,0.5,0,1
ascribe,2,2,0,0,1,0,0
aseptic,2,3,1,1,0.5,0,1
ashen,2,2,0,0,1,0,0
ashes,2,2,0,0,1,0,0
ASHEVILLE,2,2,0,0,1,0,0
Ashley,2,2,0,0,1,0,0
ASHMAN,2,2,0,0,1,0,0
ashore,2,2,0,0,1,0,0
ashtray,2,2,0,0,1,0,0
ashy,2,2,0,0,1,0,0
Asian,2,2,0,0,1,0,0
Asiatic,2,2,0,0,1,0,0
asides,2,3,1,1,0.5,0,1
asked,2,2,0,0,1,0,0
asking,2,2,0,0,1,0,0
asks,2,2,0,0,1,0,0
aspects,2,2,0,0,1,0,0
aspens,2,2,0,0,1,0,0
asperities,2,3,1,1,0.5,0,1
asperse,2,2,0,0,1,0,0
asphalted,2,3,1,1,0.5,0,1
asphalting,2,3,1,1,0.5,0,1
asphalts,2,2,0,0,1,0,0
asphodels,2,3,1,1,0.5,0,1
asphyxiated,2,3,1,1,0.5,0,1
asphyxiates,2,3,1,1,0.5,0,1
asphyxiating,2,3,1,1,0.5,0,1
asphyxiation,2,3,1,1,0.5,0,1
aspidistras,2,3,1,1,0.5,0,1
aspire,2,2,0,0,1,0,0
aspirins,2,2,0,0,1,0,0
asps,2,2,0,0,1,0,0
assailable,2,3,1,1,0.5,0,1
assailant,2,2,0,0,1,0,0
assailed,2,3,1,1,0.5,0,1
assailing,2,3,1,1,0.5,0,1
assails,2,2,0,0,1,0,0
assassinate,2,2,0,0,1,0,0
assassins,2,3,1,1,0.5,0,1
assaulted,2,3,1,1,0.5,0,1
assaulting,2,3,1,1,0.5,0,1
assaults,2,3,1,1,0.5,0,1
assayed,2,2,0,0,1,0,0
assaying,2,3,1,1,0.5,0,1
assays,2,2,0,0,1,0,0
assegais,2,2,0,0,1,0,0
assemble,2,2,0,0,1,0,0
assented,2,3,1,1,0.5,0,1
assenting,2,3,1,1,0.5,0,1
assents,2,3,1,1,0.5,0,1
assert,2,2,0,0,1,0,0
asses,2,2,0,0,1,0,0
assessed,2,3,1,1,0.5,0,1
assesses,2,3,1,1,0.5,0,1
assessing,2,3,1,1,0.5,0,1
assessment,2,2,0,0,1,0,0
assessor,2,2,0,0,1,0,0
assets,2,2,0,0,1,0,0
asshole,2,2,0,0,1,0,0
assiduity,2,3,1,1,0.5,0,1
assiduous,2,2,0,0,1,0,0
assignable,2,3,1,1,0.5,0,1
assignation,2,3,1,1,0.5,0,1
assigned,2,3,1,1,0.5,0,1
assignee,2,2,0,0,1,0,0
assigning,2,3,1,1,0.5,0,1
assignment,2,3,1,1,0.5,0,1
assigns,2,3,1,1,0.5,0,1
assist,2,2,0,0,1,0,0
assizes,2,3,1,1,0.5,0,1
assort,2,2,0,0,1,0,0
assuaged,2,2,0,0,1,0,0
assuages,2,2,0,0,1,0,0
assuaging,2,3,1,1,0.5,0,1
assume,2,2,0,0,1,0,0
assure,2,2,0,0,1,0,0
Assyrian,2,2,0,0,1,0,0
asterisked,2,2,0,0,1,0,0
asterisking,2,3,1,1,0.5,0,1
asterisks,2,3,1,1,0.5,0,1
asteroid,2,2,0,0,1,0,0
asters,2,2,0,0,1,0,0
asthmatic,2,2,0,0,1,0,0
astonished,2,3,1,1,0.5,0,1
astonishes,2,3,1,1,0.5,0,1
astonishing,2,3,1,1,0.5,0,1
astonishment,2,3,1,1,0.5,0,1
astounded,2,3,1,1,0.5,0,1
astounding,2,3,1,1,0.5,0,1
astounds,2,3,1,1,0.5,0,1
astral,2,2,0,0,1,0,0
astride,2,2,0,0,1,0,0
astrodome,2,2,0,0,1,0,0
astrolabe,2,2,0,0,1,0,0
astronaut,2,2,0,0,1,0,0
astutely,2,2,0,0,1,0,0
astuteness,2,2,0,0,1,0,0
asylums,2,2,0,0,1,0,0
asymptotic,2,3,1,1,0.5,0,1
atavism,2,2,0,0,1,0,0
atavistic,2,3,1,1,0.5,0,1
ateliers,2,3,1,1,0.5,0,1
Athabascan,2,3,1,1,0.5,0,1
Athenians,2,3,1,1,0.5,0,1
athletes,2,2,0,0,1,0,0
athletic,2,2,0,0,1,0,0
athletics,2,3,1,1,0.5,0,1
ATKINSON,2,3,1,1,0.5,0,1
Atlanta's,2,2,0,0,1,0,0
atlases,2,2,0,0,1,0,0
atmosphere,2,2,0,0,1,0,0
atolls,2,2,0,0,1,0,0
atomic,2,2,0,0,1,0,0
atomize,2,2,0,0,1,0,0
atoms,2,2,0,0,1,0,0
atoned,2,3,1,1,0.5,0,1
atonement,2,3,1,1,0.5,0,1
atones,2,2,0,0,1,0,0
atoning,2,2,0,0,1,0,0
atop,2,2,0,0,1,0,0
atrocious,2,2,0,0,1,0,0
atrocity,2,2,0,0,1,0,0
atrophied,2,3,1,1,0.5,0,1
atrophies,2,3,1,1,0.5,0,1
atrophying,2,3,1,1,0.5,0,1
attach,2,2,0,0,1,0,0
attacked,2,3,1,1,0.5,0,1
attacker,2,2,0,0,1,0,0
attacking,2,3,1,1,0.5,0,1
attacks,2,2,0,0,1,0,0
attain,2,2,0,0,1,0,0
attempted,2,3,1,1,0.5,0,1
attempting,2,3,1,1,0.5,0,1
attempts,2,3,1,1,0.5,0,1
attendance,2,2,0,0,1,0,0
attendant,2,3,1,1,0.5,0,1
attended,2,3,1,1,0.5,0,1
attending,2,3,1,1,0.5,0,1
attends,2,2,0,0,1,0,0
attention,2,2,0,0,1,0,0
attentive,2,2,0,0,1,0,0
attest,2,2,0,0,1,0,0
attics,2,2,0,0,1,0,0
attired,2,2,0,0,1,0,0
attires,2,2,0,0,1,0,0
attiring,2,3,1,1,0.5,0,1
attitude,2,2,0,0,1,0,0
attorneys,2,3,1,1,0.5,0,1
attorney's,2,2,0,0,1,0,0
attracted,2,3,1,1,0.5,0,1
attracting,2,3,1,1,0.5,0,1
attraction,2,3,1,1,0.5,0,1
attractive,2,2,0,0,1,0,0
attracts,2,3,1,1,0.5,0,1
attribute,2,2,0,0,1,0,0
aubergines,2,3,1,1,0.5,0,1
auctioned,2,2,0,0,1,0,0
auctioneer,2,2,0,0,1,0,0
auctioning,2,2,0,0,1,0,0
auctions,2,2,0,0,1,0,0
audacious,2,2,0,0,1,0,0
audacity,2,2,0,0,1,0,0
audible,2,2,0,0,1,0,0
audience,2,2,0,0,1,0,0
audiometer,2,3,1,1,0.5,0,1
audit,2,2,0,0,1,0,0
audition,2,2,0,0,1,0,0
auditorium,2,3,1,1,0.5,0,1
auditory,2,2,0,0,1,0,0
augers,2,2,0,0,1,0,0
augmentation,2,3,1,1,0.5,0,1
augmented,2,3,1,1,0.5,0,1
augmenting,2,3,1,1,0.5,0,1
augments,2,2,0,0,1,0,0
augured,2,2,0,0,1,0,0
auguring,2,2,0,0,1,0,0
augurs,2,2,0,0,1,0,0
augury,2,2,0,0,1,0,0
Augusta's,2,2,0,0,1,0,0
Augustine's,2,3,1,1,0.5,0,1
augustly,2,2,0,0,1,0,0
Augusts,2,2,0,0,1,0,0
auks,2,2,0,0,1,0,0
auntie,2,2,0,0,1,0,0
aunts,2,2,0,0,1,0,0
aunt's,2,2,0,0,1,0,0
aurally,2,2,0,0,1,0,0
auras,2,2,0,0,1,0,0
aureoles,2,3,1,1,0.5,0,1
auricles,2,3,1,1,0.5,0,1
auroras,2,2,0,0,1,0,0
auspices,2,2,0,0,1,0,0
auspicious,2,2,0,0,1,0,0
